pind,volumn,title,author,poetry
1637,卷27_27,雜曲歌辭。入破第一,,"['雙帶仍分影', '同心巧結香', '不應須換彩', '意欲媚濃妝']"
1638,卷27_28,雜曲歌辭。入破第二,,"['細草河邊一雁飛', '黃龍關里掛戎衣', '為受明王恩寵甚', '從事經年不復歸']"
1639,卷27_29,雜曲歌辭。入破第三,,"['錦城絲管日紛紛', '半入江風半入云', '此曲只應天上去', '人間能得幾回聞']"
1640,卷27_30,雜曲歌辭。入破第四,,"['昨夜遙歡出建章', '今朝綴賞度昭陽', '傳聲莫閉黃金屋', '為報先開白玉堂']"
1641,卷27_31,雜曲歌辭。入破第五,,"['日晚笳聲咽戍樓', '隴云漫漫水東流', '行人萬里向西去', '滿目關山空恨愁']"
1642,卷27_32,雜曲歌辭。第六徹,,"['千年一遇圣明朝', '愿對君王舞細腰', '乍可當熊任生死', '誰能伴鳳上云霄']"
1643,卷27_33,雜曲歌辭。水調,,"['閨燭無人影', '羅屏有夢魂', '近來音耗絕', '終日望君門']"
1644,卷27_34,雜曲歌辭。堂堂,吳融,"['鑿河千里走黃沙', '浮殿西來動日華', '可道新聲是亡國', '且貪惆悵后庭花']"
1645,卷27_35,雜曲歌辭。堂堂,李義府,"['鏤月成歌扇', '裁云作舞衣', '自憐回雪影', '好取洛川歸', '懶正鴛鴦被', '羞褰玳瑁床', '春風別有意', '密處也尋香']"
1646,卷27_36,雜曲歌辭。涼州歌第一,李義府,"['堂堂復堂堂', '紅脫梅灰香', '十年粉蠹生畫梁', '饑蟲不食推碎黃', '蕙花已老桃葉長', '禁院懸簾隔御光', '華清源中iJ石湯', '裴回百鳳隨君王']"
1647,卷27_37,雜曲歌辭。涼州歌第二,,"['漢家宮里柳如絲', '上苑桃花連碧池', '圣壽已傳千歲酒', '天文更賞百僚詩']"
1648,卷27_38,雜曲歌辭。涼州歌第三,,"['朔風吹葉雁門秋', '萬里煙塵昏戍樓', '征馬長思青海北', '胡笳夜聽隴山頭']"
1649,卷27_39,雜曲歌辭。排遍第一,,"['開篋淚沾襦', '見君前日書', '夜臺空寂寞', '猶見紫云車']"
1650,卷27_40,雜曲歌辭。排遍第二,,"['三秋陌上早霜飛', '羽獵平田淺草齊', '錦背蒼鷹初出按', '五花驄馬喂來肥']"
1651,卷27_41,雜曲歌辭。涼州詞,,"['鴛鴦殿里笙歌起', '翡翠樓前出舞人', '喚上紫微三五夕', '圣明方壽一千春']"
1652,卷27_42,雜曲歌辭。涼州詞,耿湋,"['國使翩翩隨旆旌', '隴西岐路足荒城', '氈裘牧馬胡雛小', '日暮蕃歌三兩聲']"
1653,卷27_43,雜曲歌辭。涼州詞,張籍,"['邊城暮雨雁飛低', '蘆筍初生漸欲齊', '無數鈴聲遙過磧', '應馱白練到安西', '古鎮城門白磧開', '胡兵往往傍沙堆', '巡邊使客行應早', '每待平安火到來', '鳳林關里水東流', '白草黃榆六十秋', '邊將皆承主恩澤', '無人解道取涼州']"
1654,卷27_44,雜曲歌辭。太和第一,薛逢,"['昨夜蕃兵報國仇', '沙州都護破涼州', '黃河九曲今歸漢', '塞外縱橫戰血流']"
1655,卷27_45,雜曲歌辭。太和第二,,"['國門卿相舊山莊', '圣主移來宴綠芳', '簾外輾為車馬路', '花間踏出舞人場']"
1656,卷27_46,雜曲歌辭。太和第三,,"['國鳥尚含天樂轉', '寒風猶帶御衣香', '為報碧潭明月夜', '會須留賞待君王']"
1657,卷27_47,雜曲歌辭。太和第四,,"['庭前鵲繞相思樹', '井上鶯歌爭刺桐', '含情少婦悲春草', '多是良人學轉蓬']"
1658,卷27_48,雜曲歌辭。太和第五徹,,"['塞北江南共一家', '何須淚落怨黃沙', '春酒半酣千日醉', '庭前還有落梅花']"
1659,卷27_49,雜曲歌辭。伊川歌第一,,"['我皇膺運太平年', '四海朝宗會百川', '自古幾多明圣主', '不如今帝勝堯天']"
1660,卷27_50,雜曲歌辭。伊川歌第二,,"['秋風明月獨離居', '蕩子從戎十載馀', '征人去日殷勤屬', '歸雁來時數寄書']"
1661,卷27_51,雜曲歌辭。伊川歌第三,,"['彤闈曉辟萬鞍回', '玉輅春游薄晚開', '渭北清光搖草樹', '州南嘉景入樓臺']"
1662,卷27_52,雜曲歌辭。伊川歌第四,,"['聞道黃花戍', '頻年不解兵', '可憐閨里月', '偏照漢家營']"
1663,卷27_53,雜曲歌辭。伊川歌第五,,"['千里東歸客', '無心憶舊游', '掛帆游白水', '高枕到青州']"
1664,卷27_54,雜曲歌辭。入破第一,,"['桂殿江烏對', '雕屏海燕重', '只應多釀酒', '醉罷樂高鐘']"
1665,卷27_55,雜曲歌辭。入破第二,,"['千門今夜曉初晴', '萬里天河徹帝京', '璨璨繁星駕秋色', '棱棱霜氣韻鐘聲']"
1666,卷27_56,雜曲歌辭。入破第三,,"['長安二月柳依依', '西出流沙路漸微', '閼氏山上春光少', '相府庭邊驛使稀']"
1667,卷27_57,雜曲歌辭。入破第四,,"['三秋大漠冷溪山', '八月嚴霜變草顏', '卷旆風行宵渡磧', '銜枚電掃曉應還']"
1668,卷27_58,雜曲歌辭。入破第五,,"['行樂三陽早', '芳菲二月春', '閨中紅粉態', '陌上看花人']"
1669,卷27_59,雜曲歌辭。陸州歌第一,,"['君住孤山下', '煙深夜徑長', '轅門渡綠水', '游苑繞垂楊']"
1670,卷27_60,雜曲歌辭。陸州歌第二,,"['分野中峰變', '陰晴眾壑殊', '欲投人處宿', '隔浦問樵夫']"
1671,卷27_61,雜曲歌辭。陸州歌第三,,"['共得煙霞徑', '東歸山水游', '蕭蕭望林夜', '寂寂坐中秋']"
1672,卷27_62,雜曲歌辭。排遍第一,,"['香氣傳空滿', '妝花映薄紅', '歌聲天仗外', '舞態御樓中']"
1673,卷27_63,雜曲歌辭。排遍第二,,"['樹發花如錦', '鶯啼柳若絲', '更逢歡宴地', '愁見別離時']"
1674,卷27_64,雜曲歌辭。排遍第三,,"['明月照秋葉', '西風響夜砧', '強言徒自亂', '往事不堪尋']"
1675,卷27_65,雜曲歌辭。排遍第四,,"['坐對銀釭曉', '停留玉箸痕', '君門常不見', '無處謝前恩']"
1676,卷27_66,雜曲歌辭。簇拍陸州,,"['曙月當窗滿', '征人出塞遙', '畫樓終日閉', '清管為誰調']"
1677,卷27_67,雜曲歌辭。石州,,"['西去輪臺萬里馀', '故鄉音耗日應疏', '隴山鸚鵡能言語', '為報閨人數寄書']"
1678,卷27_68,雜曲歌辭。蓋羅縫,,"['自從君去遠巡邊', '終日羅幃獨自眠', '看花情轉切', '攬鏡淚如泉', '一自離君后', '啼多雙臉穿', '何時狂虜滅', '免得更留連']"
1679,卷27_69,雜曲歌辭。雙帶子,,"['秦時明月漢時關', '萬里征人尚未還', '但愿龍庭神將在', '不教胡馬渡陰山', '音書杜絕白狼西', '桃李無顏黃鳥啼', '寒鳥春深歸去盡', '出門腸斷草萋萋']"
1680,卷27_70,雜曲歌辭。昆侖子,,"['私言切語誰人會', '海燕雙飛繞畫梁', '君學秋胡不相識', '妾亦無心去采桑']"
1681,卷27_71,雜曲歌辭。祓禊曲,,"['揚子譚經去', '淮王載酒過', '醉來啼鳥喚', '坐久落花多']"
1682,卷27_72,雜曲歌辭。上巳樂,,"['昨見春條綠', '那知秋葉黃', '蟬聲猶未斷', '寒雁已成行', '金谷園中柳', '春來已舞腰', '那堪好風景', '獨上洛陽橋', '何處堪愁思', '花間長樂宮', '君王不重客', '泣淚向春風']"
1683,卷27_73,雜曲歌辭。穆護砂,張祜,"['猩猩血彩系頭標', '天上齊聲舉畫橈', '卻是內人爭意切', '六宮羅袖一時招']"
1684,卷27_74,雜曲歌辭。思歸樂,,"['玉管朝朝弄', '清歌日日新', '折花當驛路', '寄與隴頭人']"
1685,卷27_75,雜曲歌辭。金殿樂,,"['晚日催弦管', '春風入綺羅', '杏花如有意', '偏落舞衫多', '萬里春應盡', '三江雁亦稀', '連天漢水廣', '孤客未言歸']"
1686,卷27_76,雜曲歌辭。胡渭州,,"['入夜秋砧動', '千門起四鄰', '不緣樓上月', '應為隴頭人']"
1687,卷27_77,雜曲歌辭。戎渾,,"['亭亭孤月照行舟', '寂寂長江萬里流', '鄉國不知何處是', '云山漫漫使人愁', '楊柳千尋色', '桃花一苑芳', '風吹入簾里', '惟有惹衣香']"
1688,卷27_78,雜曲歌辭。墻頭花,,"['風勁角弓鳴', '將軍獵渭城', '草枯鷹眼疾', '雪盡馬蹄輕']"
1689,卷27_79,雜曲歌辭。采桑,,"['蟋蟀鳴洞房', '梧桐落金井', '為君裁舞衣', '天寒剪刀冷', '妾有羅衣裳', '秦王在時作', '為舞春風多', '秋來不堪著']"
1690,卷27_80,雜曲歌辭。楊下采桑,,"['自古多征戰', '由來尚甲兵', '長驅千里去', '一舉兩蕃平', '按劍從沙漠', '歌謠滿帝京', '寄言天下將', '須立武功名']"
1691,卷27_81,雜曲歌辭。破陣樂,,"['飛絲惹綠塵', '軟葉對孤輪', '今朝入園去', '物色強看人']"
1692,卷27_82,雜曲歌辭。戰勝樂,,"['秋來四面足風沙', '塞外征人暫別家', '千里不辭行路遠', '時光早晚到天涯', '漢兵出頓金微', '照日明光鐵衣', '百里火幡焰焰', '千行云騎騑騑.蹙踏遼河自竭', '鼓噪燕山可飛', '正屬四方朝賀', '端知萬舞皇威', '少年膽氣凌云', '共許驍雄出群', '匹馬城南挑戰', '單刀薊北從軍', '一鼓鮮卑送款', '五餌單于解紛', '誓欲成名報國', '羞將開口論勛']"
1693,卷27_83,雜曲歌辭。劍南臣,,"['百戰得功名', '天兵意氣生', '三邊永不戰', '此是我皇英']"
1694,卷27_84,雜曲歌辭。征步郎,,"['不分君恩斷', '觀妝視鏡中', '容華尚春日', '嬌愛已秋風', '枕席臨窗曉', '屏帷對月空', '年年后庭樹', '芳悴在深宮']"
1695,卷27_85,雜曲歌辭。嘆疆場,,"['塞外虜塵飛', '頻年度磧西', '死生隨玉劍', '辛苦向金微']"
1696,卷27_86,雜曲歌辭。塞姑,,"['聞道行人至', '妝梳對鏡臺', '淚痕猶尚在', '笑靨自然開']"
1697,卷27_87,雜曲歌辭。水鼓子,,"['昨日盧梅塞口', '整見諸人鎮守', '都護三年不歸', '折盡江邊楊柳']"
1698,卷27_88,雜曲歌辭。婆羅門,,"['雕弓白羽獵初回', '薄夜牛羊復下來', '夢水河邊秋草合', '黑山峰外陣云開']"
1699,卷27_89,雜曲歌辭。浣沙女,,"['回樂峰前沙似雪', '受降城外月如霜', '不知何處吹蘆管', '一夜征人盡望鄉']"
1700,卷27_90,雜曲歌辭。鎮西,,"['南陌春風早', '東鄰去日斜', '千花開瑞錦', '香撲美人車', '長樂青門外', '宜春小苑東', '樓開萬戶上', '人向百花中']"
1701,卷27_91,雜曲歌辭。回紇,,"['天邊物色更無春', '只有羊群與馬群', '誰家營里吹羌笛', '哀怨教人不忍聞', '歲去年來拜圣朝', '更無山闕對溪橋', '九門楊柳渾無半', '猶自千條與萬條']"
1702,卷27_92,雜曲歌辭。長命女,,"['曾聞瀚海使難通', '幽閨少婦罷裁縫', '緬想邊庭征戰苦', '誰能對鏡治愁容', '久戍人將老', '須臾變作白頭翁']"
1703,卷27_93,雜曲歌辭。醉公子,,"['云送關西雨', '風傳渭北秋', '孤燈然客夢', '寒杵搗鄉愁']"
1704,卷27_94,雜曲歌辭。一片子,,"['昨日春園飲', '今朝倒接z5.誰人扶上馬', '不省下樓時']"
1705,卷27_21,雜曲歌辭。甘州,,"['柳色青山映', '梨花雪鳥藏', '綠窗桃李下', '閑坐嘆春芳']"
1706,卷27_22,雜曲歌辭。濮陽女,,"['欲使傳消息', '空書意不任', '寄君明月鏡', '偏照故人心']"
1707,卷27_23,雜曲歌辭。相府蓮,,"['雁來書不至', '月照獨眠房', '賤妾多愁思', '不堪秋夜長']"
1708,卷27_24,雜曲歌辭。簇拍相府蓮,,"['夜聞鄰婦泣', '切切有馀哀', '即問緣何事', '征人戰未回']"
1709,卷27_25,雜曲歌辭。離別難,,"['莫以今時寵', '寧無舊日恩', '看花滿眼淚', '不共楚王言', '閨燭無人影', '羅屏有夢魂', '近來音耗絕', '終日望應門']"
1710,卷27_26,雜曲歌辭。離別難,,"['此別難重陳', '花深復變人', '來時梅覆雪', '去日柳含春', '物候催行客', '歸途淑氣新', '剡川今已遠', '魂夢暗相親']"
1711,卷27_27,雜曲歌辭。山鷓鴣,白居易,"['綠楊陌上送行人', '馬去車回一望塵', '不覺別時紅淚盡', '歸來無淚可沾巾']"
1712,卷27_28,雜曲歌辭。鷓鴣詞,,"['玉關征戍久', '空閨人獨愁', '寒露濕青苔', '別來蓬鬢秋', '人坐青樓晚', '鶯語百花時', '愁人多自老', '腸斷君不知']"
1713,卷27_29,雜曲歌辭。鷓鴣詞,李益,"['湘江斑竹枝', '錦翼鷓鴣飛', '處處湘陰合', '郎從何處歸']"
1714,卷27_30,雜曲歌辭。樂世,李涉,"['湘江煙水深', '沙岸隔楓林', '何處鷓鴣飛', '日斜斑竹陰', '二女虛垂淚', '三閭枉自沉', '惟有鷓鴣鳥', '獨傷行客心', '越岡連越井', '越鳥更南飛', '何處鷓鴣啼', '夕煙東嶺歸', '嶺頭行人少', '天涯北客稀', '鷓鴣啼別處', '相對淚沾衣']"
1715,卷27_31,雜曲歌辭。急樂世,白居易,"['管急絲繁拍漸稠', '綠腰宛轉曲終頭', '誠知樂世聲聲樂', '老病人聽未免愁']"
1716,卷27_32,雜曲歌辭。何滿子,白居易,"['正抽碧線繡紅羅', '忽聽黃鶯斂翠蛾', '秋思冬愁春恨望', '大都不得意時多']"
1717,卷27_33,雜曲歌辭。何滿子,白居易,"['世傳滿子是人名', '臨就刑時曲始成', '一曲四詞歌八疊', '從頭便是斷腸聲']"
1718,卷27_34,雜曲歌辭。清平調,薛逢,"['系馬宮槐老', '持懷店菊黃', '故交今不見', '流恨滿川光']"
1719,卷27_35,雜曲歌辭。回波樂,李白,"['云想衣裳花想容', '春風拂檻露華濃', '若非群玉山頭見', '會向瑤臺月下逢', '一枝紅艷露凝香', '云雨巫山枉斷腸', '借問漢宮誰得似', '可憐飛燕倚新妝', '名花傾國兩相歡', '長得君王帶笑看', '解釋春風無限恨', '沉香亭北倚闌干']"
1720,卷27_36,雜曲歌辭。圣明樂,李景伯,"['回波爾時酒卮', '微臣職在箴規', '侍宴既過三爵', '喧嘩竊恐非儀']"
1721,卷27_37,雜曲歌辭。圣明樂,張仲素,"['玉帛殊方至', '歌鐘比屋聞', '華夷今一貫', '同賀圣明君', '九陌祥煙合', '千春瑞月明', '宮花將苑柳', '先發鳳凰城']"
1722,卷27_38,雜曲歌辭。大酺樂（商調曲）,令狐楚,"['海浪恬丹徼', '邊塵靖黑山', '從今萬里外', '不復鎮蕭關']"
1723,卷27_39,雜曲歌辭。大酺樂,,"['淚滴珠難盡', '容殘玉易銷', '儻隨明月去', '莫道夢魂遙']"
1724,卷27_40,雜曲歌辭。大酺樂,杜審言,"['圣后乘乾日', '皇明御歷辰', '紫宮初啟坐', '蒼璧正臨春', '雷雨垂膏澤', '金錢賜下人', '詔酺歡賞遍', '交泰睹惟新', '毗陵震澤九州通', '士女歡娛萬國同', '伐鼓撞鐘驚海上', '新妝袨服照江東', '梅花落處疑殘雪', '柳葉開時任好風', '大德不官逢道泰', '天長地久屬年豐']"
1725,卷27_41,雜曲歌辭。千秋樂,張祜,"['車駕東來值太平', '大酺三日洛陽城', '小兒一伎竿頭絕', '天下傳呼萬歲聲', '紫陌酺歸日欲斜', '紅塵開路薛王家', '雙鬟前說樓前鼓', '兩伎爭輪好結花']"
1726,卷27_42,雜曲歌辭。火鳳辭,張祜,"['八月平時花萼樓', '萬方同樂奏千秋', '傾城人看長竿出', '一伎初成趙解愁']"
1727,卷27_43,雜曲歌辭。熱戲樂,李百藥,"['歌聲扇里出', '妝影扇中輕', '未能令掩笑', '何處欲鄣聲', '知音自不惑', '得念是分明', '莫見雙嚬斂', '疑人含笑情', '佳人靚晚妝', '清唱動蘭房', '影入含風扇', '聲飛照日梁', '嬌嚬眉際斂', '逸韻口中香', '自有橫陳分', '應憐秋夜長']"
1728,卷27_44,雜曲歌辭。春鶯囀,張祜,"['熱戲爭心劇火燒', '銅槌暗執不相饒', '上皇失喜寧王笑', '百尺幢竿果動搖']"
1729,卷27_45,雜曲歌辭。達摩支,張祜,"['興慶池南柳未開', '太真先把一枝梅', '內人已唱春鶯囀', '花下傞傞軟舞來']"
1730,卷27_46,雜曲歌辭。如意娘,溫庭筠,"['搗麝成塵香不滅', '拗蓮作寸絲難絕', '紅淚文姬洛水春', '白頭蘇武天山雪', '君不見無愁高緯花漫漫', '漳浦宴馀清露寒', '一旦臣僚共囚虜', '欲吹羌管先汍瀾', '舊臣頭鬢霜華早', '可惜雄心醉中老', '萬古春歸夢不歸', '鄴城風雨連天草']"
1731,卷27_47,雜曲歌辭。雨霖鈴,武則天,"['看朱成碧思紛紛', '憔悴支離為憶君', '不信比來長下淚', '開箱驗取石榴裙']"
1732,卷27_48,雜曲歌辭。桂花曲,張祜,"['雨霖鈴夜卻歸秦', '猶是張徽一曲新', '長說上皇垂淚教', '月明南內更無人']"
1733,卷27_49,雜曲歌辭。渭城曲,,"['可憐天上桂花孤', '試問姮娥更要無', '月宮幸有閑田地', '何不中央種兩株']"
1734,卷27_50,雜曲歌辭。竹枝,王維,"['渭城朝雨浥輕塵', '客舍青青柳色春', '勸君更盡一杯酒', '西出陽關無故人', '卷二十八']"
1735,卷28_1,雜曲歌辭。竹枝,顧況,"['帝子蒼梧不復歸', '洞庭葉下荊云飛', '巴人夜唱竹枝后', '腸斷曉猿聲漸稀']"
1736,卷28_2,雜曲歌辭。竹枝,劉禹錫,"['白帝城頭春草生', '白鹽山下蜀江清', '南人上來歌一曲', '北人莫上動鄉情', '山桃紅花滿上頭', '蜀江春水拍江流', '花紅易衰似郎意', '水流無限似儂愁', '江上朱樓新雨晴', '瀼西春水縠文生', '橋東橋西好楊柳', '人來人去唱歌行', '日出三竿春霧消', '江頭蜀客駐蘭橈', '憑寄狂夫書一紙', '住在成都萬里橋', '兩岸山花似雪開', '家家春酒滿銀杯', '昭君坊中多女伴', '永安宮外踏青來', '瞿塘嘈嘈十二灘', '此中道路古來難', '長恨人心不如水', '等閑平地起波瀾', '巫峽蒼蒼煙雨時', '清猿啼在最高枝', '個里愁人腸自斷', '由來不是此聲悲', '城西門前滟滪堆', '年年波浪不能摧', '懊惱人心不如石', '少時東去復西來', '山上層層桃李花', '云間煙火是人家', '銀釧金釵來負水', '長刀短笠去燒畬', '楊柳青青江水平', '聞郎江上唱歌聲', '東邊日出西邊雨', '道是無情還有情', '楚水巴山江雨多', '巴人能唱本鄉歌', '今朝北客思歸去', '回入紇那披綠羅']"
1737,卷28_3,雜曲歌辭。竹枝,白居易,"['瞿塘峽口冷煙低', '白帝城頭月向西', '唱到竹枝聲咽處', '寒猿晴鳥一時啼', '竹枝苦怨怨何人', '夜靜山空歇又聞', '蠻兒巴女齊聲唱', '愁殺江樓病使君', '巴東船舫上巴西', '波面風生雨腳齊', '水蓼冷花紅蔟蔟', '江蘺濕葉碧萋萋', '江畔誰人唱竹枝', '前聲斷咽后聲遲', '怪來調苦緣詞苦', '多是通州司馬詩']"
1738,卷28_4,雜曲歌辭。竹枝,李涉,"['荊門灘急水潺潺', '兩岸猿啼煙滿山', '渡頭年少應官去', '月落西陵望不還', '巫峽云開神女祠', '綠潭紅樹影參差', '下牢戍口初相問', '無義灘頭剩別離', '石壁千重樹萬重', '白云斜掩碧芙蓉', '昭君溪上年年月', '獨自嬋娟色最濃', '十二峰頭月欲低', '空濛江上子規啼', '孤舟一夜東歸客', '泣向春風憶建溪']"
1739,卷28_5,雜曲歌辭。楊柳枝,孫光憲,"['門前春水白蘋花', '岸上無人小艇斜', '商女經過江欲暮', '散拋殘食飼神鴉', '亂繩千結絆人深', '越羅萬丈表長尋', '楊柳在身垂意緒', '藕花落盡見蓮心']"
1740,卷28_6,雜曲歌辭。楊柳枝,白居易,"['一樹春風萬萬枝', '嫩于金色軟于絲', '永豐西角荒園里', '盡日無人屬阿誰', '一樹衰殘委泥土', '雙枝榮耀植天庭', '定知玄象今春后', '柳宿光中添兩星']"
1741,卷28_7,雜曲歌辭。楊柳枝,白居易,"['六么水調家家唱', '白雪梅花處處吹', '古歌舊曲君休聽', '聽取新翻楊柳枝', '陶令門前四五樹', '亞夫營里百千條', '何似東都正二月', '黃金枝映洛陽橋', '依依裊裊復青青', '勾引清風無限情', '白雪花繁空撲地', '綠絲條弱不勝鶯', '紅板江橋青酒旗', '館娃宮暖日斜時', '可憐雨歇東風定', '萬樹千條各自垂', '蘇州楊柳任君夸', '更有錢塘勝館娃', '若解多情尋小小', '綠楊深處是蘇家', '蘇家小女舊知名', '楊柳風前別有情', '剝條盤作銀環樣', '卷葉吹為玉笛聲', '葉含濃露如啼眼', '枝裊輕風似舞腰', '小樹不禁攀折苦', '乞君留取兩三條', '人言柳葉似愁眉', '更有愁腸似柳絲', '柳絲挽斷腸牽斷', '彼此應無續得期']"
1742,卷28_8,雜曲歌辭。楊柳枝,盧貞,"['一樹依依在永豐', '兩枝飛去杳無蹤', '玉皇曾采人間曲', '應逐歌聲入九重']"
1743,卷28_9,雜曲歌辭。楊柳枝,劉禹錫,"['塞北梅花羌笛吹', '淮南桂樹小山詞', '請君莫奏前朝曲', '聽唱新翻楊柳枝', '南陌東城春早時', '相逢何處不依依', '桃紅李白皆夸好', '須得垂楊相發輝', '鳳闕輕遮翡翠帷', '龍墀遙望曲塵絲', '御溝春水柳暉映', '狂殺長安年少兒', '金谷園中鶯亂飛', '銅駝陌上好風吹', '城東桃李須臾盡', '爭似垂楊無限時', '花萼樓前初種時', '美人樓上斗腰支', '如今拋擲上街里', '露葉如啼欲恨誰', '煬帝行宮汴水濱', '數株殘柳不勝春', '昨來風起花如雪', '飛入宮墻不見人', '御陌青門拂地垂', '千條金縷萬條絲', '如今綰作同心結', '將贈行人知不知', '城外春風滿酒旗', '行人揮袂日西時', '長安陌上無窮樹', '唯有垂楊管別離', '輕盈裊娜占春華', '舞榭妝樓處處遮', '春盡絮飛留不得', '隨風好去落誰家']"
1744,卷28_10,雜曲歌辭。楊柳枝,劉禹錫,"['揚子江頭煙景迷', '隋家宮樹拂金堤', '嵯峨猶有當時色', '半蘸波中水鳥棲', '迎得春光先到來', '淺黃輕綠映樓臺', '只緣裊娜多情思', '便被春風長請挼', '巫峽巫山楊柳多', '朝云暮雨遠相和', '因想陽臺無限事', '為君回唱竹枝歌']"
1745,卷28_11,雜曲歌辭。楊柳枝,李商隱,"['暫憑樽酒送無憀', '莫損愁眉與細腰', '人世死前唯有別', '春風爭擬惜長條', '含煙惹霧每依依', '萬緒千條拂落暉', '為報行人休盡折', '半留相送半迎歸']"
1746,卷28_12,雜曲歌辭。楊柳枝,韓琮,"['梁苑隋堤事已空', '萬條猶舞舊春風', '那堪更想千年后', '誰見楊花入漢宮']"
1747,卷28_13,雜曲歌辭。楊柳枝,施肩吾,"['傷見路傍楊柳春', '一枝折盡一重新', '今年還折去年處', '不送去年離別人']"
1748,卷28_14,雜曲歌辭。楊柳枝,溫庭筠,"['宜春苑外最長條', '閑裊春風伴舞腰', '正是玉人腸斷處', '一渠春水赤欄橋', '南內墻東御路傍', '預知春色柳絲黃', '杏花未肯無情思', '何事情人最斷腸', '蘇小門前柳萬條', '毿毿金線拂平橋', '黃鶯不語東風起', '深閉朱門伴細腰', '金縷毿毿碧瓦溝', '六宮眉黛惹春愁', '晚來更帶龍池雨', '半拂欄干半入樓', '館娃宮外鄴城西', '遠映征帆近拂堤', '系得王孫歸意切', '不關春草綠萋萋', '兩兩黃鸝色似金', '裊枝啼露動芳音', '春來幸自長如線', '可惜牽纏蕩子心', '御柳如絲映九重', '鳳凰窗柱繡芙蓉', '景陽樓伴千條露', '一面新妝待曉鐘', '織錦機邊鶯語頻', '停梭垂淚憶征人', '塞門三月猶蕭索', '縱有垂楊未覺春']"
1749,卷28_15,雜曲歌辭。楊柳枝,皇甫松,"['春入行宮映翠微', '玄宗侍女舞煙絲', '如今柳向空城綠', '玉笛何人更把吹', '爛熳春歸水國時', '吳王宮殿柳垂絲', '黃鶯長叫空閨畔', '西子無因更得知']"
1750,卷28_16,雜曲歌辭。楊柳枝,齊己,"['鳳樓高映綠陰陰', '凝碧多含雨露深', '莫謂一枝柔軟力', '幾曾牽破別離心', '館娃宮畔響廊前', '依托吳王養翠煙', '劍去國亡臺榭毀', '卻隨紅樹噪秋蟬', '濃低似中陶潛酒', '軟極如傷宋玉風', '多謝將軍繞營種', '翠中閑卓戰旗紅', '高僧愛惜遮江寺', '游子傷殘露野橋', '爭似著行垂上苑', '碧桃紅杏對搖搖']"
1751,卷28_17,雜曲歌辭。楊柳枝,張祜,"['莫折宮前楊柳枝', '玄宗曾向笛中吹', '傷心日暮煙霞起', '無限春愁生翠眉', '凝碧池邊斂翠眉', '景陽臺下綰青絲', '那勝妃子朝元閣', '玉手和煙弄一枝']"
1752,卷28_18,雜曲歌辭。楊柳枝,孫魴,"['靈和風暖太昌春', '舞線搖絲向昔人', '何似曉來江雨后', '一行如畫隔遙津', '彭澤初栽五樹時', '只應閑看一枝枝', '不知天意風流處', '要與佳人學畫眉', '暖傍離亭靜拂橋', '入流穿檻綠搖搖', '不知落日誰相送', '魂斷千條與萬條', '春來綠樹遍天涯', '未見垂楊未可夸', '晴日萬株煙一陣', '閑坊兼是莫愁家', '十首當年有舊詞', '唱青歌翠幾無遺', '未曾得向行人道', '不為離情莫折伊']"
1753,卷28_19,雜曲歌辭。楊柳枝,薛能,"['華清高樹出離宮', '南陌柔條帶暖風', '誰風輕陰是良夜', '瀑泉聲畔月明中', '洛橋晴影覆江船', '羌笛秋聲濕塞煙', '閑想習池公宴罷', '水蒲風絮夕陽天', '嫩綠輕懸似綴旒', '路人遙見隔宮樓', '誰能更近丹墀種', '解播皇風入九州', '暖風晴日斷浮埃', '廢路新條發釣臺', '處處輕輕可惆悵', '后人攀處古人栽', '潭上江邊裊裊垂', '日高風靜絮相隨', '青樓一樹無人見', '正是女郎眠覺時', '汴水高懸百萬條', '風清兩岸一時搖', '隋家力盡虛栽得', '無限春風屬圣朝', '和花煙樹九重城', '夾路春陰十萬營', '唯向邊頭不堪望', '一株憔悴少人行', '窗外齊垂旭日初', '樓邊輕好暖風徐', '游人莫道栽無益', '桃李清陰卻不如', '眾木猶寒獨早青', '御溝橋畔曲江亭', '陶家舊日應如此', '一院春條綠繞廳', '帳偃纓垂細復繁', '令人心想石家園', '風條月影皆堪重', '何事侯門愛樹萱', '數首新詞帶恨成', '柳絲牽我我傷情', '柔娥幸有腰支穩', '試踏吹聲作唱聲', '高出軍營遠映橋', '賊兵曾斫火曾燒', '風流性在終難改', '依舊春來萬萬條', '縣依陶令想嫌迂', '營伴將軍即大粗', '此日與君除萬恨', '數篇風調更應無', '狂似纖腰軟勝綿', '自多情態更誰憐', '游人不折還堪恨', '拋向橋邊與路邊', '朝陽晴照綠楊煙', '一別通波十七年', '應有舊枝無處覓', '萬株風里卓旌旃', '晴垂芳態吐牙新', '雨擺輕條濕面春', '別有出墻高數尺', '不知搖動是何人', '暖梳簪朵事登樓', '因掛垂楊立地愁', '牽斷綠絲攀不得', '半空懸著玉搔頭', '西園高樹后庭根', '處處尋芳有折痕', '終憶舊游桃葉舍', '一株斜映竹籬門', '劉白蘇臺總近時', '當初章句是誰推', '纖腰舞盡春楊柳', '未有儂家一首詩']"
