pind,volumn,title,author,poetry
385,卷10_61,雩祀樂章。豫和,,"['鳥緯遷序', '龍星見辰', '純陽在律', '明德崇禋', '五方降帝', '萬宇安人', '恭以致享', '肅以迎神']"
386,卷10_62,郊廟歌辭。五郊樂章。黃帝宮音,,"['祀遵經設', '享緣誠舉', '獻畢于樽', '徹臨于俎', '舞止干戚', '樂停柷敔', '歌以送神', '神還其所', '卷一十一']"
387,卷11_1,郊廟歌辭。五郊樂章。肅和,,"['黃中正位', '含章居貞', '既長六律', '兼和五聲', '畢陳萬舞', '乃薦斯牲', '神其下降', '永祚休平']"
388,卷11_2,郊廟歌辭。五郊樂章。雍和,,"['眇眇方輿', '蒼蒼圜蓋', '至哉樞紐', '宅中圖大', '氣調四序', '風和萬籟', '祚我明德', '時雍道泰']"
389,卷11_3,郊廟歌辭。五郊樂章。舒和,,"['金縣夕肆', '玉俎朝陳', '饗薦黃道', '芬流紫宸', '乃誠乃敬', '載享載禋', '崇薦斯在', '惟皇是賓']"
390,卷11_4,郊廟歌辭。五郊樂章。青帝角音,,"['御征乘宮出郊甸', '安歌率舞遞將迎', '自有云門符帝賞', '猶持雷鼓答天成']"
391,卷11_5,郊廟歌辭。五郊樂章。肅和,,"['鶴云旦起', '鳥星昏集', '律候新風', '陽開初蟄', '至德可饗', '行潦斯挹', '錫以無疆', '蒸人乃粒']"
392,卷11_6,郊廟歌辭。五郊樂章。雍和,,"['玄鳥司春', '蒼龍登歲', '節物變柳', '光風轉蕙', '瑤席降神', '朱弦饗帝', '誠備祝嘏', '禮殫珪幣']"
393,卷11_7,郊廟歌辭。五郊樂章。舒和,,"['大樂稀音', '至誠簡禮', '文物棣棣', '聲明濟濟', '六變有成', '三登無體', '乃眷豐潔', '恩覃愷悌']"
394,卷11_8,郊廟歌辭。五郊樂章。赤帝徵音,,"['笙歌籥舞屬年韶', '鷺鼓鳧鐘展時豫', '調露初迎綺春節', '承云遽踐蒼霄馭']"
395,卷11_9,郊廟歌辭。五郊樂章。肅和,,"['青陽告謝', '朱明戒序', '延長是祈', '敬陳椒醑', '博碩斯薦', '笙鏞備舉', '庶盡肅恭', '非馨稷黍']"
396,卷11_10,郊廟歌辭。五郊樂章。雍和,,"['離位克明', '火中宵見', '峰云暮起', '景風晨扇', '木槿初榮', '含桃可薦', '芬馥百品', '鏗鏘三變']"
397,卷11_11,郊廟歌辭。五郊樂章。舒和,,"['昭昭丹陸', '奕奕炎方', '禮陳牲幣', '樂備篪簧', '瓊羞溢俎', '玉醑浮觴', '恭惟正直', '歆此馨香']"
398,卷11_12,郊廟歌辭。五郊樂章。白帝商音,,"['千里溫風飄絳羽', '十枝炎景剩朱干', '陳觴薦俎歌三獻', '拊石摐金會七盤']"
399,卷11_13,郊廟歌辭。五郊樂章。肅和,,"['白藏應節', '天高氣清', '歲功既阜', '庶類收成', '萬方靜謐', '九土和平', '馨香是薦', '受祚聰明']"
400,卷11_14,郊廟歌辭。五郊樂章。雍和,,"['金行在節', '素靈居正', '氣肅霜嚴', '林凋草勁', '豺祭隼擊', '潦收川鏡', '九谷已登', '萬箱流詠']"
401,卷11_15,郊廟歌辭。五郊樂章。舒和,,"['律應西成', '氣躔南呂', '珪幣咸列', '笙竽備舉', '苾苾蘭羞', '芬芬桂醑', '式資宴貺', '用調霜序']"
402,卷11_16,郊廟歌辭。五郊樂章。黑帝羽音,,"['璿儀氣爽驚緹籥', '玉呂灰飛含素商', '鳴鞞奏管芳羞薦', '會舞安歌葆眊揚']"
403,卷11_17,郊廟歌辭。五郊樂章。肅和,,"['嚴冬季月', '星回風厲', '享祀報功', '方祚來歲']"
404,卷11_18,郊廟歌辭。五郊樂章。雍和,,"['律回玉琯', '星周金度', '次極陽烏', '紀窮陰兔', '火林霰雪', '陽泉凝冱', '八蠟已登', '三農息務']"
405,卷11_19,郊廟歌辭。五郊樂章。舒和,,"['陽月斯紀', '應鐘在候', '載潔牲牷', '爰登俎豆', '既高既遠', '無聲無臭', '靜言格思', '惟神保祐.']"
406,卷11_20,郊廟歌辭。五郊樂章。黃郊迎神,,"['執籥持羽初終曲', '朱干玉鏚始分行', '七德九功咸已暢', '明靈降福具穰穰']"
407,卷11_21,郊廟歌辭。五郊樂章。送神,,"['朱明季序', '黃郊王辰', '厚以載物', '甘以養人', '毓金為體', '稟火成身', '宮音式奏', '奏以迎神']"
408,卷11_22,郊廟歌辭。五郊樂章。青郊迎神,,"['春末冬暮', '徂夏杪秋', '土王四月', '時季一周', '黍稷已享', '籩豆宜收', '送神有樂', '神其賜休']"
409,卷11_23,郊廟歌辭。五郊樂章。送神,,"['緹幕移候', '青郊啟蟄', '淑景遲遲', '和風習習', '璧玉宵備', '旌旄曙立', '張樂以迎', '帝神其入']"
410,卷11_24,郊廟歌辭。五郊樂章。赤郊迎神,,"['文物流彩', '聲明動色', '人竭其恭', '靈昭其飭', '歆薦不已', '垂禎無極', '送禮有章', '惟神還軾']"
411,卷11_25,郊廟歌辭。五郊樂章。送神,,"['青陽節謝', '朱明候改', '靡草凋華', '含桃流彩', '簴列鐘磬', '筵陳脯醢', '樂以迎神', '神其如在']"
412,卷11_26,郊廟歌辭。五郊樂章。白郊迎神,,"['炎精式降', '蒼生攸仰', '羞列豆籩', '酒陳犧象', '昭祀有應', '冥期不爽', '送樂張音', '惟靈之往']"
413,卷11_27,郊廟歌辭。五郊樂章。送神,,"['序移玉律', '節應金商', '天嚴殺氣', '吹警秋方', '槱燎既積', '稷奠并芳', '樂以迎奏', '庶降神光']"
414,卷11_28,郊廟歌辭。五郊樂章。黑郊迎神,,"['祀遵五禮', '時屬三秋', '人懷肅敬', '靈降禎休', '奠歆旨酒', '薦享珍羞', '載張送樂', '神其上游']"
415,卷11_29,郊廟歌辭。五郊樂章。送神,,"['玄英戒序', '黑郊臨候', '掌禮陳彝', '司筵執豆', '寒氛斂色', '冱泉凝漏', '樂以迎神', '八音斯奏']"
416,卷11_30,郊廟歌辭。朝日樂章。肅和,,"['北郊時冽', '南陸輝處', '奠本虔誠', '獻彌恭慮', '上延祉福', '下承歡豫', '廣樂送神', '神其整馭']"
417,卷11_31,郊廟歌辭。朝日樂章。雍和,,"['惟圣格天', '惟明饗日', '帝郊肆類', '王宮戒吉', '珪奠春舒', '鐘歌曉溢', '禮云克備', '斯文有秩']"
418,卷11_32,郊廟歌辭。朝日樂章。舒和,,"['晨儀式薦', '明祀惟光', '神物爰止', '靈暉載揚', '玄端肅事', '紫幄興祥', '福履攸假', '于昭允王']"
419,卷11_33,郊廟歌辭。朝日樂章。迎神,,"['崇牙樹羽延調露', '旋宮扣律掩承云', '誕敷懿德昭神武', '載集豐功表睿文']"
420,卷11_34,郊廟歌辭。朝日樂章。送神,,"['太陽朝序', '王宮有儀', '蟠桃彩駕', '細柳光馳', '軒祥表合', '漢歷彰奇', '禮和樂備', '神其降斯']"
421,卷11_35,郊廟歌辭。夕月樂章。肅和,,"['五齊兼酌', '百羞具陳', '樂終廣奏', '禮畢崇禋', '明鑒萬宇', '照臨兆人', '永流洪慶', '式動曦輪']"
422,卷11_36,郊廟歌辭。夕月樂章。雍和,,"['測妙為神', '通微曰圣', '坎祀貽則', '郊禋展敬', '璧薦登光', '金歌動映', '以載嘉德', '以流曾慶']"
423,卷11_37,郊廟歌辭。夕月樂章。舒和,,"['朏晨爭舉', '天宗禮辟', '夜典涼秋', '陰明湛夕']"
424,卷11_3,郊廟歌辭。祀九宮貴神樂章。豫和,,"['合吹八風金奏動', '分容萬舞玉鞘驚', '詞昭茂典光前列', '夕曜乘功表盛明']"
425,卷11_4,郊廟歌辭。祀九宮貴神樂章。太和,,"['于昭上穹', '臨下有光', '羽翼五佐', '周流八荒', '誰其饗之', '時文對揚', '虞經夏典', '茲禮未遑', '黑帝旋馭', '青躔導日', '金箓上玄', '玉堂初吉', '鉤陳夕次', '鑾和先蹕', '藹藹群靈', '昭昭咸秩', '帝臨中壇', '受釐元神', '皇靈萃止', '羽旄肅陳', '攝提運衡', '招搖移輪', '光光宇宙', '電耀雷震', '夜如何其', '明星煌煌', '天清容衛', '露結壇場', '樹羽幢幢', '佩玉鏘鏘', '凝精駐目', '瞻望神光', '九位既肅', '萬靈畢會', '天門啟扃', '日馭飛蓋', '煥兮棽離', '儐兮暗靄', '如山之福', '惟圣時對', '崇崇泰壇', '靈具臨兮', '鏗锽大樂', '振動心兮', '神之降矣', '卿云郁兮', '神之至止', '清風肅兮']"
426,卷11_5,郊廟歌辭。祀九宮貴神樂章。肅和,,"['帝在靈壇', '大明登光', '天回云粹', '穆穆皇皇', '金奏九夏', '圭陳八薌', '曠哉動植', '如熙春陽']"
427,卷11_6,郊廟歌辭。祀九宮貴神樂章。雍和,,"['歌工既奏', '神位既秩', '天符眾星', '運行太一', '聲和十管', '氣應中律', '肅肅明廷', '介茲元吉']"
428,卷11_7,郊廟歌辭。祀九宮貴神樂章。壽和,,"['俎豆有踐', '黃流在尊', '九宮之祀', '三代莫存', '樂變六宮', '壇開八門', '圣皇昭對', '祐我黎元']"
429,卷11_8,郊廟歌辭。祀九宮貴神樂章。福和,,"['時文哲后', '肅事嚴禋', '馨我明德', '享于貴神', '大庖載盈', '旨酒斯醇', '精意所屬', '期于利人']"
430,卷11_9,郊廟歌辭。祀九宮貴神樂章。舒和,,"['祀既云畢', '明靈告旋', '禮洽和應', '神歆福延', '動植咸若', '陰陽不愆', '錫茲純嘏', '天子萬年']"
431,卷11_10,郊廟歌辭。祀九宮貴神樂章。凱安,,"['羽籥既闋干戚陳', '八音克諧六變新', '愉貴神兮般以樂', '保皇祚兮萬斯春']"
432,卷11_11,郊廟歌辭。祀九宮貴神樂章。肅和,,"['盛德陳萬舞', '威棱暢九垓', '風云交律候', '日月麗昭回', '行慶休祥發', '乘和春氣來', '百神肅臨享', '蕩蕩天門開']"
433,卷11_12,郊廟歌辭。祀九宮貴神樂章。豫和,,"['精意嚴恭', '明祠豐潔', '獻酬既備', '俎豆斯撤', '日麗天儀', '風和樂節', '事光祀典', '福覃有截']"
434,卷11_13,郊廟歌辭。祀風師樂章。迎神,,"['享申百禮', '慶洽百靈', '上排閶闔', '洞入杳冥', '奠玉高壇', '燔柴廣庭', '神之降福', '萬國咸寧']"
435,卷11_14,郊廟歌辭。祀風師樂章。奠幣登歌,包佶,"['太皞御氣', '句芒肇功', '蒼龍青旗', '爰候祥風', '律以和應', '神以感通', '鼎俎修蚃', '時惟禮崇']"
436,卷11_15,郊廟歌辭。祀風師樂章。迎俎酌獻,包佶,"['旨酒告絜', '青蘋應候', '禮陳瑤幣', '樂獻金奏', '彈弦自昔', '解凍惟舊', '仰瞻肸蚃', '群祥來湊']"
437,卷11_16,郊廟歌辭。祀風師樂章。亞獻終獻,包佶,"['德盛昭臨', '迎拜巽方', '爰候發生', '式薦馨香', '酌醴具舉', '工歌載揚', '神歆六律', '恩降百祥']"
438,卷11_17,郊廟歌辭。祀風師樂章。送神,包佶,"['膋薌備', '玉帛陳', '風動物', '樂感神', '三獻終', '百神臻', '草木榮', '天下春']"
439,卷11_18,郊廟歌辭。祀雨師樂章。迎神,包佶,"['微穆敷華能應節', '飄揚發彩宜行慶', '送迎靈駕神心享', '跪拜靈壇禮容盛', '氣和草木發萌芽', '德暢禽魚遂翔泳', '永望翠蓋逐流云', '自茲率土調春令']"
440,卷11_19,郊廟歌辭。祀雨師樂章。奠幣登歌,包佶,"['陟降左右', '誠達幽圜', '作解之功', '樂惟有年', '云輧戾止', '灑霧飄煙', '惟馨展禮', '爰列豆籩']"
441,卷11_20,郊廟歌辭。祀雨師樂章。迎俎酌獻,包佶,"['歲正朱明', '禮布元制', '惟樂能感', '與神合契', '陰霧離披', '靈馭搖裔', '膏澤之慶', '期于稔歲']"
442,卷11_21,郊廟歌辭。祀雨師樂章。亞獻終獻,包佶,"['陽開幽蟄', '躬奉郁鬯', '禮備節應', '震來靈降', '動植求聲', '飛沉允望', '時康氣茂', '惟神之貺']"
443,卷11_22,郊廟歌辭。祀雨師樂章。送神,包佶,"['奠既備', '獻將終', '神行令', '瑞飛空', '迎乾德', '祈歲功', '乘煙燎', '儼從風']"
444,卷11_23,郊廟歌辭。祭方丘樂章。順和,包佶,"['整駕升車望寥廓', '垂陰薦祉蕩昏氛', '饗時靈貺僾如在', '樂罷馀聲遙可聞', '飲福陳誠禮容備', '撤俎終獻曙光分', '跪拜臨壇結空想', '年年應節候油云', '卷一十二']"
445,卷12_1,郊廟歌辭。祭方丘樂章。肅和,,"['萬方資以化', '交泰屬升平', '易從業惟簡', '得一道斯寧', '具儀光玉帛', '送舞變咸英', '黍稷良非貴', '明德信惟馨']"
446,卷12_2,郊廟歌辭。祭方丘樂章。雍和,,"['至矣坤德', '皇哉地祇.開元統紐', '合大承規', '九宮肅列', '六典相儀', '永言配命', '長保無虧']"
447,卷12_3,郊廟歌辭。祭方丘樂章。舒和,,"['柔而能方', '直而能敬', '載厚以德', '大亨以正', '有滌斯牷', '有馨斯盛', '介茲景福', '祚我休慶']"
448,卷12_4,郊廟歌辭。祭方丘樂章。順和,,"['玉幣牲牷分薦享', '羽旄干鏚遞成容', '一德惟寧兩儀泰', '三才保合四時邕']"
449,卷12_5,郊廟歌辭。武后大享拜洛樂章。昭和,,"['陰祇協贊', '厚載方貞', '牲幣具舉', '簫管備成', '其禮惟肅', '其德惟明', '神之聽矣', '式鑒虔誠']"
450,卷12_6,郊廟歌辭。武后大享拜洛樂章。致和,,"['九玄眷命', '三圣基隆', '奉承先旨', '明臺畢功', '宗祀展敬', '冀表深衷', '永昌帝業', '式播淳風']"
451,卷12_7,郊廟歌辭。武后大享拜洛樂章。咸和,,"['神功不測兮運陰陽', '包藏萬宇兮孕八荒', '天符既出兮帝業昌', '愿臨明祀兮降禎祥']"
452,卷12_8,郊廟歌辭。武后大享拜洛樂章。九和,,"['坎澤祠容備舉', '坤壇祭典爰申', '靈眷遙行秘躅', '嘉貺薦委殊珍', '肅禮恭禋載展', '翹襟邈志逾殷', '方期交際懸應', '（下一句逸）']"
453,卷12_9,郊廟歌辭。武后大享拜洛樂章。顯和（拜洛）,,"['祗荷坤德', '欽若乾靈', '慚惕罔置', '興居匪寧', '恭崇禮則', '肅奉儀形', '惟憑展敬', '敢薦非馨']"
454,卷12_10,郊廟歌辭。武后大享拜洛樂章。顯和（受圖）,,"['菲躬承睿顧', '薄德忝坤儀', '乾乾遵后命', '翼翼奉先規', '撫俗勤雖切', '還淳化尚虧', '未能弘至道', '何以契明祇.']"
455,卷12_11,郊廟歌辭。武后大享拜洛樂章。昭和,,"['顧德有慚虛菲', '明祇屢降禎符', '汜水初呈秘象', '溫洛薦表昌圖', '玄澤流恩載洽', '丹襟荷渥增愉']"
456,卷12_12,郊廟歌辭。武后大享拜洛樂章。敬和,,"['舒陰致養', '合大資生', '德以恒固', '功由永貞', '升歌薦序', '垂幣翹誠', '虹開玉照', '鳳引金聲']"
457,卷12_13,郊廟歌辭。武后大享拜洛樂章。齊和,,"['蘭俎既升', '蘋羞可薦', '金石載設', '咸英已變', '林澤斯總', '山川是遍', '敢用敷誠', '實惟忘倦']"
458,卷12_14,郊廟歌辭。武后大享拜洛樂章。德和,,"['沈潛演貺分三極', '廣大凝禎總萬方', '既薦羽旌文化啟', '還呈干鏚武威揚']"
459,卷12_15,郊廟歌辭。武后大享拜洛樂章。禋和,,"['夕惕司龍契', '晨兢當鳳扆', '崇儒習舊規', '偃伯循先旨', '絕壤飛冠蓋', '遐區麗山水', '幸承三圣馀', '忻屬千年始']"
460,卷12_16,郊廟歌辭。武后大享拜洛樂章。通和,,"['百禮崇容', '千官肅事', '靈降無兆', '神凝有粹', '奠享咸周', '威儀畢備', '奏夏登列', '歌雍徹肆']"
461,卷12_17,郊廟歌辭。武后大享拜洛樂章。歸和,,"['皇皇靈眷', '穆穆神心', '暫動凝質', '還歸積陰', '功玄樞紐', '理寂高深', '銜恩佩德', '聳志翹襟']"
462,卷12_18,郊廟歌辭。武后大享拜洛樂章。又歸和,,"['言旋云洞兮躡煙途', '永寧中宇兮安下都', '包涵動植兮順榮枯', '長貽寶貺兮贊璇圖']"
463,卷12_19,郊廟歌辭。祭方丘樂章。順和,,"['調云闋兮神座興', '驂云駕兮儼將升', '騰絳霄兮垂景祐', '翹丹懇兮荷休征']"
464,卷12_20,郊廟歌辭。祭方丘樂章。金奏,,"['坤厚載物', '德柔垂祉', '九域咸雍', '四溟為紀', '敬因良節', '虔修陰祀', '廣樂式張', '靈其降止']"
465,卷12_21,郊廟歌辭。祭方丘樂章。順和,,"['坤元至德', '品物資生', '神凝博厚', '道協高明', '列鎮五岳', '環流四瀛', '于何不載', '萬寶斯成']"
466,卷12_22,郊廟歌辭。祭汾陰樂章。順和（林鐘宮）,,"['樂備金石', '禮光尊俎', '大享爰終', '洪休是舉', '雨零感節', '云飛應序', '纓紱載辭', '皇靈具舉']"
467,卷12_23,郊廟歌辭。祭汾陰樂章。太簇角,韓思復,"['大樂和暢', '殷薦明神', '一降通感', '八變必臻', '有求斯應', '無德不親', '降靈醉止', '休征萬人']"
468,卷12_24,郊廟歌辭。祭汾陰樂章。姑洗徵,盧從愿,"['坤元載物', '陽樂發生', '播殖資始', '品匯咸亨', '列俎棋布', '方壇砥平', '神歆禋祀', '后德惟明']"
469,卷12_25,郊廟歌辭。祭汾陰樂章。南呂羽,劉晃,"['大君出震', '有事郊禋', '齋戒既肅', '馨香畢陳', '樂和禮備', '候暖風春', '恭惟降福', '實賴明神']"
470,卷12_26,郊廟歌辭。祭汾陰樂章。太和,韓休,"['於穆濬哲', '維清緝熙', '肅事昭配', '永言孝思', '滌濯靜嘉', '馨香在茲', '神之聽之', '用受福釐']"
471,卷12_27,郊廟歌辭。祭汾陰樂章。肅和,王晙,"['於穆圣皇', '六葉重光', '太原刻頌', '后土疏場', '寶鼎呈符', '歊云孕祥', '禮樂備矣', '降福穰穰']"
472,卷12_28,郊廟歌辭。祭汾陰樂章。雍和,崔玄童,"['聿修嚴配', '展事禋宗', '祥符寶鼎', '禮備黃琮', '祝詞以信', '明德惟聰', '介茲景福', '永永無窮']"
473,卷12_29,郊廟歌辭。祭汾陰樂章。壽和,賈曾,"['蠲我饎餴', '絜我膋薌', '有豆孔碩', '為羞既臧', '至誠無昧', '精意惟芳', '神其醉止', '欣欣樂康']"
474,卷12_30,郊廟歌辭。祭汾陰樂章。舒和,蘇颋,"['禮物斯具', '樂章乃陳', '誰其作主', '皇考圣真', '對越在天', '圣明佐神', '窅然汾上', '厚澤如春']"
475,卷12_31,郊廟歌辭。祭汾陰樂章。凱安,何鸞,"['樂奏云闋', '禮章載虔', '禋宗于地', '昭假于天', '惟馨薦矣', '既醉歆焉', '神之降福', '永永萬年']"
476,卷12_32,郊廟歌辭。祭汾陰樂章。順和,蔣挺,"['維歲之吉', '維辰之良', '圣君紱冕', '肅事壇場', '大禮已備', '大樂斯張', '神其醉止', '降福無疆']"
477,卷12_33,郊廟歌辭。禪社首樂章。順和,源光裕,"['方丘既膳', '嘉饗載謐', '齊敬畢誠', '陶匏貴質', '秀畢豐薦', '芳俎盈實', '永永福流', '其升如日']"
478,卷12_34,郊廟歌辭。禪社首樂章。太和,,"['至哉含柔德', '萬物資以生', '常順稱厚載', '流謙通變盈', '圣心事能察', '增廣陳厥誠', '黃祇僾如在', '泰折俟咸亨']"
479,卷12_35,郊廟歌辭。禪社首樂章。肅和,,"['肅我成命', '于昭黃祇.裘冕而祀', '陟降在斯', '五音克備', '八音聿施', '緝熙肆靖', '厥心匪離']"
480,卷12_36,郊廟歌辭。禪社首樂章。雍和,,"['黃祇是祗', '我其夙夜', '寅畏誠絜', '匪遑寧舍', '禮以琮玉', '薦厥茅藉', '念茲降康', '胡寧克暇']"
481,卷12_37,郊廟歌辭。禪社首樂章。壽和,,"['夙夜宥密', '不敢寧宴', '五齊既陳', '八音在縣', '粢盛以潔', '房俎斯薦', '惟德惟馨', '尚茲克遍']"
482,卷12_38,郊廟歌辭。禪社首樂章。福和,,"['惟以明發', '有懷載殷', '樂盈而反', '禮順其禋', '立清以獻', '薦欲是親', '于穆不已', '裒對斯臻']"
483,卷12_39,郊廟歌辭。禪社首樂章。太和,,"['穆穆天子', '告成岱宗', '大裘如濡', '執珽有颙.', '樂以平志', '禮以和容', '上帝臨我', '云胡肅邕']"
484,卷12_40,郊廟歌辭。禪社首樂章。靈具醉,,"['昭昭有唐', '天俾萬國', '列祖應命', '四宗順則', '申錫無疆', '宗我同德', '曾孫繼序', '享神配極']"
485,卷12_41,郊廟歌辭。祭神州樂章。肅和,,"['靈具醉', '杳熙熙', '靈將往', '眇禗禗.', '顧明德', '吐正辭', '爛遺光', '流禎祺']"
486,卷12_42,郊廟歌辭。祭神州樂章。雍和,,"['大矣坤儀', '至哉神縣', '包含日域', '牢籠月竁.', '露絜三清', '風調六變', '皇祇介祉', '式歆恭薦']"
487,卷12_43,郊廟歌辭。祭神州樂章。舒和,,"['泰折嚴享', '陰郊展敬', '禮以導神', '樂以和性', '黝牲在列', '黃琮俯映', '九土既平', '萬邦貽慶']"
488,卷12_44,郊廟歌辭。祭神州樂章。迎神,,"['坤道降祥和庶品', '靈心載德厚群生', '水土既調三極泰', '文武畢備九區平']"
489,卷12_45,郊廟歌辭。祭神州樂章。送神,,"['黃輿厚載', '赤寰歸德', '含育九區', '保安萬國', '誠敬無怠', '禋祀有則', '樂以迎神', '其儀不忒']"
490,卷12_46,郊廟歌辭。祭太社樂章。肅和,,"['神州陰祀', '洪恩廣濟', '草樹沾和', '飛沉沐惠', '禮修鼎俎', '奠歆瑤幣', '送樂有章', '靈軒其逝']"
491,卷12_47,郊廟歌辭。祭太社樂章。雍和,,"['后土凝德', '神功協契', '九域底平', '兩儀交際', '戊期應序', '陰墉展幣', '靈車少留', '俯歆樽桂']"
492,卷12_48,郊廟歌辭。祭太社樂章。舒和,,"['美報崇本', '嚴恭展事', '受露疏壇', '承風啟地', '絜粢登俎', '醇犧入饋', '介福遠流', '群生畢遂']"
493,卷12_49,郊廟歌辭。祭太社樂章。迎神,,"['神道發生敷九稼', '陰極乘仁暢八埏', '緯武經文隆景化', '登祥薦祉啟豐年']"
494,卷12_50,郊廟歌辭。祭太社樂章。送神,,"['烈山有子', '后土有臣', '播種百谷', '濟育兆人', '春官緝禮', '宗伯司禋', '戊為吉日', '迎享茲辰']"
495,卷12_51,郊廟歌辭。蠟百神樂章。肅和,,"['吉祥式就', '酬功載畢', '親地尊天', '禮文經術', '貺征令序', '福流初日', '神馭爰歸', '祠官其出']"
496,卷12_52,郊廟歌辭。蠟百神樂章。雍和,,"['序迫歲陰', '日躔星紀', '爰稽茂典', '聿崇清祀', '綺幣霞舒', '瑞珪虹起', '百禩垂裕', '萬靈薦祉']"
497,卷12_53,郊廟歌辭。蠟百神樂章。舒和,,"['緹籥勁序', '玄英晚候', '姬蠟開儀', '豳歌入奏', '蕙馥雕俎', '蘭芬玉酎', '大享明祇', '永綏多祐.']"
498,卷12_54,郊廟歌辭。蠟百神樂章。迎神,,"['經緯兩儀文化洽', '削平方域武功成', '瑤弦自樂乾坤泰', '玉戚長歡區宇寧']"
499,卷12_55,郊廟歌辭。蠟百神樂章。送神,,"['八蠟開祭', '萬物合祀', '上極天維', '下窮坤紀', '鼎俎流芬', '樽彝薦美', '有靈有祇', '咸希來止']"
500,卷12_56,郊廟歌辭。享先農樂章。咸和,,"['十旬歡洽', '一日祠終', '澄彝拂俎', '報德酬功', '慮虔容肅', '禮縟儀豐', '神其降祉', '整馭隨風']"
501,卷12_57,郊廟歌辭。享先農樂章。肅和,,"['粒食伊始', '農之所先', '古今攸賴', '是曰人天', '耕斯帝籍', '播厥公田', '式崇明祀', '神其福焉']"
502,卷12_58,郊廟歌辭。享先農樂章。雍和,,"['樽彝既列', '瑚簋方薦', '歌工載登', '幣禮斯奠', '肅肅享祀', '颙颙纓弁', '神之聽之', '福流寰縣']"
503,卷12_59,郊廟歌辭。享先農樂章。舒和,,"['前夕視牲', '質明奉俎', '沐芳整弁', '其儀式序', '盛禮畢陳', '嘉樂備舉', '歆我懿德', '非馨稷黍']"
504,卷12_60,郊廟歌辭。享先農樂章。咸和,,"['羽籥低昂文綴已', '干戚蹈厲武行初', '望歲祈農神所聽', '延祥介福豈云虛']"
505,卷12_61,郊廟歌辭。享先蠶樂章。永和,,"['三推禮就', '萬庾祈凝', '夤賓志遠', '藨袞惟興', '降歆肅薦', '垂祐祗膺', '送神有樂', '神其上升']"
506,卷12_62,郊廟歌辭。享先蠶樂章。肅和,,"['芳春開令序', '韶苑暢和風', '惟靈申廣祐', '利物表神功', '綺會周天宇', '黼黻藻寰中', '庶幾承慶節', '歆奠下帷宮']"
507,卷12_63,郊廟歌辭。享先蠶樂章。展敬,,"['明靈光至德', '深功掩百神', '祥源應節啟', '福緒逐年新', '萬宇承恩覆', '七廟佇恭禋', '于茲申至懇', '方期遠慶臻']"
508,卷12_64,郊廟歌辭。享先蠶樂章。絜誠,,"['霞莊列寶衛', '云集動和聲', '金卮薦綺席', '玉幣委芳庭', '因心罄丹款', '先己勵蒼生', '所冀延明福', '于茲享至誠']"
509,卷12_65,郊廟歌辭。享先蠶樂章。昭慶,,"['桂筵開玉俎', '蘭圃薦瓊芳', '八音調鳳歷', '三獻奉鸞觴', '絜粢申大享', '庭宇冀降祥', '神其覃有慶', '契福永無疆']"
510,卷12_66,郊廟歌辭。釋奠文宣王樂章。誠和,,"['仙壇禮既畢', '神駕儼將升', '佇屬深祥起', '方期庶績凝', '虔誠資宇內', '務本勖黎蒸', '靈心昭備享', '率土洽休征']"
511,卷12_67,郊廟歌辭。釋奠文宣王樂章。承和,,"['圣道日用', '神幾不測', '金石以陳', '弦歌載陟', '爰釋其菜', '匪馨于稷', '來顧來享', '是宗是極']"
512,卷12_68,郊廟歌辭。釋奠文宣王樂章。肅和,,"['萬國以貞光上嗣', '三善茂德表重輪', '視膳寢門尊要道', '高辟崇賢引正人']"
513,卷12_69,郊廟歌辭。釋奠文宣王樂章。雍和,,"['粵惟上圣', '有縱自天', '傍周萬物', '俯應千年', '舊章允著', '嘉贄孔虔', '王化茲首', '儒風是宣']"
514,卷12_70,郊廟歌辭。釋奠文宣王樂章。舒和,,"['堂獻瑤篚', '庭敷璆縣', '禮備其容', '樂和其變', '肅肅親享', '雍雍執奠', '明德惟馨', '蘋蘩可薦']"
515,卷12_71,郊廟歌辭。享孔子廟樂章。迎神,,"['隼集龜開昭圣烈', '龍蹲鳳跱肅神儀', '尊儒敬業宏圖闡', '緯武經文盛德施']"
516,卷12_72,郊廟歌辭。享孔子廟樂章。送神,,"['通吳表圣', '問老探真', '三千弟子', '五百賢人', '億齡規法', '萬載嗣禋', '潔誠以祭', '奏樂迎神']"
517,卷12_73,郊廟歌辭。釋奠武成王樂章。迎神,,"['醴溢犧象', '羞陳俎豆', '魯壁類聞', '泗川如覯', '里校覃福', '胄筵承祐.雅樂清音', '送神具奏']"
518,卷12_74,郊廟歌辭。釋奠武成王樂章。奠幣登歌,,"['卜畋不從', '兆發非熊', '乃傾荒政', '爰佐一戎', '盛烈載垂', '命祀惟崇', '日練上戊', '宿嚴閟宮', '迎奏嘉至', '感而遂通']"
519,卷12_75,郊廟歌辭。釋奠武成王樂章。迎俎酌獻,,"['管磬升', '膻薌集', '上公進', '嘉幣執', '信以通', '僾如及', '恢帝功', '錫后邑', '四維張', '百度立', '綿億載', '邈難挹']"
520,卷12_76,郊廟歌辭。釋奠武成王樂章。亞獻終獻,,"['五齊潔', '九牢碩', '梡橛循', '罍斝滌', '進具物', '揚鴻績', '和奏發', '高靈寂', '虔告終', '繁祉錫', '昭秩祀', '永無易']"
